geopolitical_risk,fuel_prices,port_congestion,labor_shortages,supplier_reliability,raw_material_availability,production_capacity,demand_volatility,shipping_cost,order_lead_time,inventory_levels,delivery_delays
0.30471707975443135,0.29538861137186007,0.05971666579990528,-0.4519509798535085,0.014442612460058346,-0.2695593075710472,-0.7038601063311442,0.2532045102953498,-0.5958797256333506,-0.02064125620720382,-0.2054654222009883,0.1078892649764019
-1.0399841062404955,-0.6506619448676613,-0.3367813955688662,-0.6658777111204364,1.1381636344257178,1.0151935461765635,1.6637199892764443,0.8952184022261802,-0.44342254952103277,0.34842193041612807,1.4299417171091562,-0.7622221506486418
0.7504511958064572,0.8822925305209894,-0.18730578063357173,0.43400982345010697,0.23268908197031557,-0.8042139093861853,-1.014519243856295,0.2733212565368742,0.652938644500098,1.1031504945258745,-1.052435649002101,0.9647990101663829
0.9405647163912139,0.8677054185405915,0.4283750431198341,0.25185441529500513,-0.6957607714556656,-1.417983053134448,-1.1059569699541232,2.238831666414424,0.8547981953278345,1.0397803843601896,-1.8318334268026897,1.2487457099864439
-1.9510351886538364,-2.663532380247264,-1.1228575656814892,-1.4047915476103274,1.0725263190739136,1.407826126167484,2.206656948553368,1.4297874524704182,-2.1006117138386875,-0.0033604158741205054,0.6476458052075482,-1.1006699650085017
-1.302179506862318,-0.5086866019031624,-0.16921837743436652,1.1226782545637386,-0.28096126264491295,0.0015008877649898555,-0.9471343339158299,-0.3075277647170156,0.2862532017364482,0.14805685848789452,-0.299661533804247,-0.05316794386880794
0.12784040316728537,-0.42503546285167065,0.7599092774820494,-0.09419457535083331,-0.014373697322678146,-0.7845788684317131,-0.02345587529993251,-0.31802743380706927,0.40857233858323233,-0.4186196517046954,0.1616463321542958,-0.029965238317442883
-0.3162425923435822,-0.9006099261304988,-1.3904554133515385,-1.1109310952157205,-0.23887341774416843,0.48973097422238,0.7496131627021249,0.4696967194853532,-1.239661818551819,0.6189475684956836,0.5640432038106789,-0.8850483964588702
-0.016801157504288795,-0.10431739968935513,-0.37788781698366136,1.188784114353874,-0.08479063422811385,-0.35157219057588757,-0.4731531283349165,-0.8380191804256851,-0.6194843158913079,0.003098704104104316,-0.5112774759382469,-1.0524780833991014
-0.85304392757358,-0.3063408020291422,0.20859152316303048,0.625675571596154,-0.4161639686215574,0.7080413886513323,-0.09337275397256986,1.1662883065324867,-0.5067724511007001,0.30611697538702376,-0.32411213034826214,0.4376231608751816
0.8793979748628286,-0.29272852022571505,0.366785798118636,-1.2645419919479142,-0.2372628440718766,-0.45615521642635615,-0.42100028539687645,0.3616005218435837,0.6073695601234437,0.6544187037030649,-0.7683480700883863,0.5656005255077707
0.7777919354289483,0.8189633697861447,1.0031441004016473,1.7771828402577243,-1.237180315502278,-0.7823275008950666,-1.5614121633924751,0.2564589108585328,0.5051974562485404,0.5813046836311647,-1.1110978134066873,0.35623728704928315
0.06603069756121605,0.4212878423025296,0.49673149614994727,0.6587973683661927,0.04112695461518519,-0.11159867476532029,-0.1253158288658952,0.6869536677708163,0.19904852072901769,-0.2953930007520169,0.5040358492002394,-0.29683488428142135
1.1272412069680329,0.6998328223305685,0.9321456460497013,-0.010196115625046132,-1.1768733999952912,-2.3669143050577075,-1.192298508439488,1.722829883369059,2.6944004721134123,1.1634005477203142,-2.103632462794321,1.7927705345064415
0.4675093422520456,-0.15330620976229692,0.46291059044886135,1.5902188056217794,-0.6585751886939651,-1.084684576774653,-1.1169725140399858,0.17095535218750518,0.6017813655390476,0.43321293283350076,-0.8782993835186788,1.481512423658406
-0.8592924628832382,-1.0052644798245889,-0.7193513054344125,0.15929778382964058,1.0070122827142005,0.7843683966510333,1.0791103552462085,-0.11304037087138435,-0.43585600269084707,0.04349204870821688,0.0553594753409663,-0.6395735501191107
0.36875078408249884,0.734216536239613,0.26800525159895494,-0.02808307510403198,0.10958358091556158,0.08965604547113354,-0.2660007143668176,1.5087196233225784,0.14975902002819486,0.8245559296679732,-0.6865542906732356,1.1409972329400324
-0.9588826008289989,-1.330940903745352,-0.2915168668764351,-0.660300116021989,1.054042869249771,0.015737463762424686,0.6994092064212222,0.9675504159911353,-1.5627505712548584,-0.1859651882169488,0.556741815151288,0.19289058539221743
0.8784503013072725,1.0593054111939528,0.0889868631974754,0.5818504393070786,0.34063841559700886,-0.20786176665463518,-0.8943461222551976,-0.3209798403837223,1.0601749227282407,-0.4685927865606855,-0.3233881777774948,-0.2952839486475848
-0.049925910986252896,-0.11255512615697008,0.06670441546895586,0.4766029673239799,-0.361456398076756,-0.7218898782508926,-0.03951059983121957,0.005186448659020086,-0.14553013152928027,0.14701036885730806,-0.08413886603017129,0.11047718336160871
-0.18486236354526056,-0.1588346679485849,-0.20867744166896512,0.014680139889711287,0.8419170129930662,0.6122135344594645,0.49364938551930543,0.19538091593879858,0.15925090130133146,-0.09649809058125888,0.88223842946209,0.2802887156568197
-0.6809295444039414,-1.2626015793490273,-0.4474797612276298,-0.789986353867603,-0.39228805588748006,0.06652739696792398,0.44955965874902537,0.36181294460498287,-0.8258046257913546,0.5073362946190115,0.2902618347934943,-0.05144820258833421
1.2225413386740303,0.6601664881401248,0.6588934259990274,0.12992985416607386,-0.23822050206456352,-0.23637598528710713,-1.1127247540159226,-1.356599850939114,2.2863855724081397,-0.16098565038784987,0.2847881161219973,0.3095333158178387
-0.15452948206880215,0.21407506876440666,-0.37812604724068594,-0.06979878576213788,-0.16940411626558466,0.5105211997884879,0.7714382310189404,-1.5424846078015602,-0.711618434717112,-0.44036470757011875,1.4374854751545558,-1.2875786062098322
-0.4283278221631072,-0.9252017372238549,-0.12327074819653117,-1.333474318734201,-0.2509861602381046,0.2753329983832051,0.5765842222601194,-0.8873900220024538,-0.09617930531942706,0.33258596750611763,-0.7372136599213274,0.7835312580809652
-0.3521335504882296,0.03803780333298501,-1.0344204565841992,-1.4718123513241856,0.48330170889633606,0.8127010691287472,1.0196963103389258,-0.9647384430113423,-1.0796357404401473,-0.8198931635085754,0.9593787605974181,-1.344678180837031
0.5323091855533487,0.36389163817152054,0.3461677627898553,0.5651533788097695,0.2063211698079322,-0.2849343272792927,0.6986038349572754,-0.6438240139725026,0.8451565278911103,0.9640260539624876,0.1376546721226901,-0.42618450202135316
0.36544406436407834,-0.10261136829770642,-1.6537821117984484,-2.601888315051689,0.2749121611412332,1.402837160458558,2.1737120876059213,0.6347106420900043,-0.6332676965258257,0.4619835182473876,0.63568454864912,-1.1375561899162379
0.4127326115959884,0.6749761102032452,-0.06828242184044941,0.20541052696125997,-0.09893636135059819,-0.823970773561135,0.10893236378745064,-0.16892915632473834,-0.38148708068122456,-0.5748469039421874,0.8702241344650123,-1.2907814348394975
0.43082100300788273,-0.8426357826845485,0.28221531657193655,-0.4780830577538245,-0.14943185083932184,-0.5109222155774746,-0.08049955615241727,0.19639460501018827,-0.322796107263167,0.21130578730699298,-0.3142603483568217,0.43888062952344886
2.1416476008704612,1.458328934894131,1.7544234213646246,1.3082466068799101,-0.8073905075852794,-0.8096750027673777,-0.8301466261937888,-1.2243034100422616,1.8854759768820881,0.34200693903749896,0.9379174862036352,0.08663619466605499
